annettevogt-20180320-rec_segment_0018;annettevogt-20180320-rec;segment_0018;In Dahlem. Wir sind in Berlin Dahlem.;in dahlem wir sind in berlin dahlem;3
annettevogt-20180320-rec_segment_1268;annettevogt-20180320-rec;segment_1268;Also als als für Wissenschaftler.;also als als für wissenschaftler;3
annettevogt-20180320-rec_segment_1269;annettevogt-20180320-rec;segment_1269;So dass eben wirklich *eh* mal *eh*;so dass eben wirklich eh mal eh;3
annettevogt-20180320-rec_segment_1271;annettevogt-20180320-rec;segment_1271;ein, zwei Jahre in Madrid oder Barcelona oder oder.;ein zwei jahre in madrid oder barcelona oder oder;3
annettevogt-20180320-rec_segment_1272;annettevogt-20180320-rec;segment_1272;So dass diese diese europäische Komponente gefördert wird, das könnte ich mir auch vorstellen, ja dass es da eine Stiftung gibt,;so dass diese diese europäische komponente gefördert wird das könnte ich mir auch vorstellen ja dass es da eine stiftung gibt;3
annettevogt-20180320-rec_segment_1273;annettevogt-20180320-rec;segment_1273;also so wie wir für Studenten dieses Erasmus-Programm haben, was ja sehr gut funktioniert und meine Erfahrungen mit Erasmus-Studenten sind;also so wie wir für studenten dieses erasmus programm haben was ja sehr gut funktioniert und meine erfahrungen mit erasmus studenten sind;3
annettevogt-20180320-rec_segment_1275;annettevogt-20180320-rec;segment_1275;Und so würde ich mir wünschen, dass man also für ausgebildete Wissenschaftler,;und so würde ich mir wünschen dass man also für ausgebildete wissenschaftler;3
annettevogt-20180320-rec_segment_1276;annettevogt-20180320-rec;segment_1276;ja man kann es ja vielleicht Spinosa-Programm nennen oder oder;ja man kann es ja vielleicht spinosa programm nennen oder oder;3
annettevogt-20180320-rec_segment_1277;annettevogt-20180320-rec;segment_1277;*eh* oder Leibniz, der;eh oder leibniz der;3
annettevogt-20180320-rec_segment_1278;annettevogt-20180320-rec;segment_1278;fuhr ja immer viel rum. Wobei der hatte sich das ja organisiert über seinen Landesherren;fuhr ja immer viel rum wobei der hatte sich das ja organisiert über seinen landesherren;3
annettevogt-20180320-rec_segment_1279;annettevogt-20180320-rec;segment_1279;hatte dann immer so einen offiziellen Auftrag und dann hat er aber inoffiziell seine wissenschaftlichen Kontakte gepflegt.;hatte dann immer so einen offiziellen auftrag und dann hat er aber inoffiziell seine wissenschaftlichen kontakte gepflegt;3
annettevogt-20180320-rec_segment_1280;annettevogt-20180320-rec;segment_1280;Also so ein Spinosa- oder Leibniz-Programm zum zum Wandern *eh* und Austausch von Wissenschaftlern.;also so ein spinosa oder leibniz programm zum zum wandern eh und austausch von wissenschaftlern;3
annettevogt-20180320-rec_segment_1283;annettevogt-20180320-rec;segment_1283;ja und und *eh* Ja eine konsequentere und eine breiter gefächerte. Also *eh* wo es also;ja und und eh ja eine konsequentere und eine breiter gefächerte also eh wo es also;3
annettevogt-20180320-rec_segment_1284;annettevogt-20180320-rec;segment_1284;*eh* über die Fächer hinaus geht.;eh über die fächer hinaus geht;3
annettevogt-20180320-rec_segment_1285;annettevogt-20180320-rec;segment_1285;Das fände ich ein schönes schönes Modell, wo;das fände ich ein schönes schönes modell wo;3
annettevogt-20180320-rec_segment_1286;annettevogt-20180320-rec;segment_1286;was man auch wirklich langfristig machen kann. ja Was es ja gibt,;was man auch wirklich langfristig machen kann ja was es ja gibt;3
annettevogt-20180320-rec_segment_1294;annettevogt-20180320-rec;segment_1294;Ja es gibt es gibt viele verschiedene Formate inzwischen, also bei den EU Projekten ist es aber eben sehr hoher;ja es gibt es gibt viele verschiedene formate inzwischen also bei den eu projekten ist es aber eben sehr hoher;3
annettevogt-20180320-rec_segment_1295;annettevogt-20180320-rec;segment_1295;Antragsaufwand. Also das *eh*;antragsaufwand also das eh;3
annettevogt-20180320-rec_segment_1296;annettevogt-20180320-rec;segment_1296;also ich habe *eh* gute Erfahrungen mit Konferenzen, da ist es aber auch einfacher, da findet man drei, vier europäische Länder und die zusammen;also ich habe eh gute erfahrungen mit konferenzen da ist es aber auch einfacher da findet man drei vier europäische länder und die zusammen;3
annettevogt-20180320-rec_segment_1297;annettevogt-20180320-rec;segment_1297;Kollegen aus den Ländern machen zusammen eine Konferenz.;kollegen aus den ländern machen zusammen eine konferenz;3
annettevogt-20180320-rec_segment_1298;annettevogt-20180320-rec;segment_1298;Da geht das. Bei Projekten ist es natürlich schwieriger,;da geht das bei projekten ist es natürlich schwieriger;3
annettevogt-20180320-rec_segment_1299;annettevogt-20180320-rec;segment_1299;weil diese sind auf Zeit finanziert und wenn man Chancen haben will, dass man ein Erfolgserlebnis hat,;weil diese sind auf zeit finanziert und wenn man chancen haben will dass man ein erfolgserlebnis hat;3
annettevogt-20180320-rec_segment_1300;annettevogt-20180320-rec;segment_1300;muss man natürlich mit so einem halbfertigen Ding da schon reingehen. Weil weil sonst *eh* weiß man ja nicht, ob man in dem engen Zeitraum das schafft. ja;muss man natürlich mit so einem halbfertigen ding da schon reingehen weil weil sonst eh weiß man ja nicht ob man in dem engen zeitraum das schafft ja;3
annettevogt-20180320-rec_segment_1301;annettevogt-20180320-rec;segment_1301;Also insofern das ist sind alles *eh* Möglichkeiten, die aber noch, also die entbürokratisierter werden müssten;also insofern das ist sind alles eh möglichkeiten die aber noch also die entbürokratisierter werden müssten;3
annettevogt-20180320-rec_segment_1302;annettevogt-20180320-rec;segment_1302;und noch besser funktionieren könnten.;und noch besser funktionieren könnten;3
annettevogt-20180320-rec_segment_1303;annettevogt-20180320-rec;segment_1303;Und wo *eh* die einzelnen Länder auch glaube ich einfach mehr ihre Erfahrungen positiv einbringen müssten. *mhm*;und wo eh die einzelnen länder auch glaube ich einfach mehr ihre erfahrungen positiv einbringen müssten mhm;3
annettevogt-20180320-rec_segment_1307;annettevogt-20180320-rec;segment_1307;oder ist das jetzt eine Unterstellung? Nee, das kann man so nicht sagen. Es ist aber schwierig.;oder ist das jetzt eine unterstellung nee das kann man so nicht sagen es ist aber schwierig;3
annettevogt-20180320-rec_segment_1308;annettevogt-20180320-rec;segment_1308;*eh* Die Ausbildung erfolgt in einem Ursprungsfach;eh die ausbildung erfolgt in einem ursprungsfach;3
annettevogt-20180320-rec_segment_1309;annettevogt-20180320-rec;segment_1309;und dann muss man natürlich günstige Möglichkeiten finden als Wissenschaftler,;und dann muss man natürlich günstige möglichkeiten finden als wissenschaftler;3
annettevogt-20180320-rec_segment_1310;annettevogt-20180320-rec;segment_1310;dass man da noch ein zweites oder drittes Spezialgebiet sich aneignen kann, ehe man interdisziplinär *eh* fruchtbringend arbeiten kann.;dass man da noch ein zweites oder drittes spezialgebiet sich aneignen kann ehe man interdisziplinär eh fruchtbringend arbeiten kann;3
annettevogt-20180320-rec_segment_1311;annettevogt-20180320-rec;segment_1311;Also bleiben wir bei meinem Fach Wissenschaftsgeschichte,;also bleiben wir bei meinem fach wissenschaftsgeschichte;3
annettevogt-20180320-rec_segment_1312;annettevogt-20180320-rec;segment_1312;das hat ja schon mal mindestens zur Voraussetzung, dass man ein bisschen was über Wissenschaft weiß und dass man also entweder Philosophie oder Geschichte;das hat ja schon mal mindestens zur voraussetzung dass man ein bisschen was über wissenschaft weiß und dass man also entweder philosophie oder geschichte;3
annettevogt-20180320-rec_segment_1313;annettevogt-20180320-rec;segment_1313;oder Wissenschaftstheorie studiert hat;oder wissenschaftstheorie studiert hat;3
annettevogt-20180320-rec_segment_1314;annettevogt-20180320-rec;segment_1314;plus man muss mehrere Sprachen möglichst können, damit man dann vergleichend was untersuchen kann. Das heißt eh da;plus man muss mehrere sprachen möglichst können damit man dann vergleichend was untersuchen kann das heißt eh da;3
annettevogt-20180320-rec_segment_1315;annettevogt-20180320-rec;segment_1315;ein Ergebnis ist, braucht es erst mal einen gewisse kumulative Phase, um sich das alles anzueignen;ein ergebnis ist braucht es erst mal einen gewisse kumulative phase um sich das alles anzueignen;3
annettevogt-20180320-rec_segment_1316;annettevogt-20180320-rec;segment_1316;und das gilt für interdisziplinäre Projekte eigentlich immer, dass erst mal eine Aneignungsphase ist, um;und das gilt für interdisziplinäre projekte eigentlich immer dass erst mal eine aneignungsphase ist um;3
annettevogt-20180320-rec_segment_1317;annettevogt-20180320-rec;segment_1317;wechselseitig sich zu verstehen.;wechselseitig sich zu verstehen;3
annettevogt-20180320-rec_segment_1318;annettevogt-20180320-rec;segment_1318;Und nun kann man pauschal verallgemeinernd sagen, interdisziplinäre Projekte sind immer spannender,;und nun kann man pauschal verallgemeinernd sagen interdisziplinäre projekte sind immer spannender;3
annettevogt-20180320-rec_segment_1319;annettevogt-20180320-rec;segment_1319;weil da kommen verschiedene Sichtweisen zusammen und da passieren spannende Dinge. Aber sie sind schwerer zu organisieren,;weil da kommen verschiedene sichtweisen zusammen und da passieren spannende dinge aber sie sind schwerer zu organisieren;3
annettevogt-20180320-rec_segment_1320;annettevogt-20180320-rec;segment_1320;in dem Bürokratieverfahren dann wieder abzurechnen.;in dem bürokratieverfahren dann wieder abzurechnen;3
annettevogt-20180320-rec_segment_1321;annettevogt-20180320-rec;segment_1321;*ehm* Oder wenn junge Leute *eh* das machen sollen und die sollen ihre Dissertationen machen,;ehm oder wenn junge leute eh das machen sollen und die sollen ihre dissertationen machen;3
annettevogt-20180320-rec_segment_1322;annettevogt-20180320-rec;segment_1322;*eh* dann ist es wieder schwieriger mit diesen bürokratischen Verfahren.;eh dann ist es wieder schwieriger mit diesen bürokratischen verfahren;3
annettevogt-20180320-rec_segment_1323;annettevogt-20180320-rec;segment_1323;Also *eh* und man muss da eine richtige Mischung finden,;also eh und man muss da eine richtige mischung finden;3
annettevogt-20180320-rec_segment_1324;annettevogt-20180320-rec;segment_1324;*eh* dass man die Möglichkeiten eröffnet;eh dass man die möglichkeiten eröffnet;3
annettevogt-20180320-rec_segment_1325;annettevogt-20180320-rec;segment_1325;und so offen wie möglich bleibt, aber gleichzeitig muss man es natürlich ein bisschen strukturieren, damit überhaupt eine Chance ist, dass es Ergebnisse gibt.;und so offen wie möglich bleibt aber gleichzeitig muss man es natürlich ein bisschen strukturieren damit überhaupt eine chance ist dass es ergebnisse gibt;3
annettevogt-20180320-rec_segment_1326;annettevogt-20180320-rec;segment_1326;Sonst palavert sich das dann hin.;sonst palavert sich das dann hin;3
annettevogt-20180320-rec_segment_1329;annettevogt-20180320-rec;segment_1329;man sollte aber auch ein bisschen psychologisch wissen, wer kann mit wem,;man sollte aber auch ein bisschen psychologisch wissen wer kann mit wem;3
annettevogt-20180320-rec_segment_1330;annettevogt-20180320-rec;segment_1330;*eh* um bei der Bürokratie nicht einen Nervenzusammenbruch zu kriegen, muss man also *eh*;eh um bei der bürokratie nicht einen nervenzusammenbruch zu kriegen muss man also eh;3
annettevogt-20180320-rec_segment_1331;annettevogt-20180320-rec;segment_1331;gewisses bürokratisches Grundwissen sich aneignen.;gewisses bürokratisches grundwissen sich aneignen;3
annettevogt-20180320-rec_segment_1332;annettevogt-20180320-rec;segment_1332;*ehm* ja Ja, also das ist, *eh*;ehm ja ja also das ist eh;3
annettevogt-20180320-rec_segment_1333;annettevogt-20180320-rec;segment_1333;*eh* braucht man man braucht da mehrere *eh* Fähigkeiten.;eh braucht man man braucht da mehrere eh fähigkeiten;3
annettevogt-20180320-rec_segment_1340;annettevogt-20180320-rec;segment_1340;der Vorteil den wir haben, wenn wir Wissenschaftler sind,;der vorteil den wir haben wenn wir wissenschaftler sind;3
annettevogt-20180320-rec_segment_1342;annettevogt-20180320-rec;segment_1342;Also es wird schwierig, wenn man Experimentalwissenschaftler ist und man braucht jetzt diese vielen großen teuren Geräte,;also es wird schwierig wenn man experimentalwissenschaftler ist und man braucht jetzt diese vielen großen teuren geräte;3
annettevogt-20180320-rec_segment_1343;annettevogt-20180320-rec;segment_1343;*eh* weil wie vorhin schon gesagt, in die Küche kann man nicht gehen, und das dort machen, die Experimente.;eh weil wie vorhin schon gesagt in die küche kann man nicht gehen und das dort machen die experimente;3
annettevogt-20180320-rec_segment_1344;annettevogt-20180320-rec;segment_1344;Aber wer theoretisch arbeitet,;aber wer theoretisch arbeitet;3
annettevogt-20180320-rec_segment_1345;annettevogt-20180320-rec;segment_1345;der kann das ja immer machen, solange wie er wie er wie er und sie sich fit fühlen. Als;der kann das ja immer machen solange wie er wie er wie er und sie sich fit fühlen als;3
annettevogt-20180320-rec_segment_1346;annettevogt-20180320-rec;segment_1346;das ist einer der Vorteile, dass man *eh*;das ist einer der vorteile dass man eh;3
annettevogt-20180320-rec_segment_1347;annettevogt-20180320-rec;segment_1347;wenn man Glück hat macht man ja meistens was einem Spaß macht.;wenn man glück hat macht man ja meistens was einem spaß macht;3
annettevogt-20180320-rec_segment_1348;annettevogt-20180320-rec;segment_1348;Und da ist man zwar juristisch an irgendwelche Altersgrenzen gebunden mit *eh* also;und da ist man zwar juristisch an irgendwelche altersgrenzen gebunden mit eh also;3
annettevogt-20180320-rec_segment_1349;annettevogt-20180320-rec;segment_1349;der Bundesrepublik gibt es ja diese Hürde,;der bundesrepublik gibt es ja diese hürde;3
annettevogt-20180320-rec_segment_1350;annettevogt-20180320-rec;segment_1350;der über 50 ist wird auf keine *eh* W3-Professur mehr kommen, weil das meistens *eh* ausgeschlossen wird.;der über fünfzig ist wird auf keine eh w3 professur mehr kommen weil das meistens eh ausgeschlossen wird;3
annettevogt-20180320-rec_segment_1351;annettevogt-20180320-rec;segment_1351;*eh* Das ist natürlich;eh das ist natürlich;3
annettevogt-20180320-rec_segment_1353;annettevogt-20180320-rec;segment_1353;Spaß hat, Ideen hat,;spaß hat ideen hat;3
annettevogt-20180320-rec_segment_1354;annettevogt-20180320-rec;segment_1354;*eh* neugierig ist, Neugier ist was ganz wichtiges. *eh* Wenn junge Leute in die Wissenschaft gehen wollen,;eh neugierig ist neugier ist was ganz wichtiges eh wenn junge leute in die wissenschaft gehen wollen;3
annettevogt-20180320-rec_segment_1355;annettevogt-20180320-rec;segment_1355;sollten sie weniger gucken,;sollten sie weniger gucken;3
annettevogt-20180320-rec_segment_1356;annettevogt-20180320-rec;segment_1356;*ehm* wie die Bezahlung ist. Die ist;ehm wie die bezahlung ist die ist;3
annettevogt-20180320-rec_segment_1357;annettevogt-20180320-rec;segment_1357;zumindest in den ersten Jahren auch einfach schlicht schlecht, aber sie sollten gucken, ob es ihnen Spaß macht, ob sie Spaß haben,;zumindest in den ersten jahren auch einfach schlicht schlecht aber sie sollten gucken ob es ihnen spaß macht ob sie spaß haben;3
